'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[04:51:45.035 05/09/2075]',0.391,-0.391,0.781,1.563,0.781,1.954,0.000,0.000,-3.516,-20.317,27.741,0.000,1.172,0.391,-0.391,2.344,-13.284,-60.171,0.000,1.172,0.391,0.391,-0.391
'[04:51:45.039 05/09/2075]',1.172,-3.126,2.344,5.079,2.735,2.735,-0.781,1.172,-6.252,-37.509,45.324,3.516,1.954,1.172,-2.735,4.298,-19.536,-110.183,-1.563,1.954,4.298,0.000,-2.735
'[04:51:45.043 05/09/2075]',0.391,-9.377,6.642,13.675,4.689,10.940,-6.642,1.563,-8.596,-72.283,87.131,3.907,2.344,8.596,-8.205,5.470,-39.853,-185.983,-5.861,7.033,9.377,1.563,-8.205
'[04:51:45.047 05/09/2075]',0.781,-10.549,14.457,14.847,9.768,11.331,-4.689,3.126,-3.126,-57.827,66.813,8.205,5.079,11.331,-5.861,1.954,-14.066,-140.269,-13.675,7.033,14.457,3.126,-5.861
'[04:51:45.051 05/09/2075]',5.861,-10.940,15.238,20.708,14.847,12.894,-5.861,8.596,2.344,-29.695,36.728,11.331,6.642,14.847,0.000,-1.563,0.000,-83.614,-14.457,8.987,16.801,3.907,0.000
'[04:51:45.055 05/09/2075]',9.377,-3.126,18.755,19.927,22.662,19.145,-5.861,8.205,7.814,-23.443,42.198,5.861,12.503,16.410,4.298,-2.344,-3.126,-41.807,-17.973,12.112,12.112,6.642,4.298
'[04:51:45.059 05/09/2075]',13.284,-1.563,23.834,17.192,26.178,21.880,-0.781,5.470,9.768,-24.225,56.654,1.172,17.192,15.629,14.457,-4.689,5.861,-32.430,-23.053,12.894,10.549,4.689,14.457
'[04:51:45.063 05/09/2075]',16.020,0.391,19.927,30.085,31.258,21.880,1.172,11.331,2.344,-39.072,76.972,10.940,15.629,14.066,17.192,2.735,-5.470,-102.369,-19.145,13.284,11.722,4.298,17.192
'[04:51:45.066 05/09/2075]',17.192,3.126,22.271,38.681,36.728,23.443,4.298,15.629,3.907,-45.714,89.866,15.238,21.490,11.331,19.927,8.596,-12.894,-109.402,-21.490,14.066,13.284,3.907,19.927
'[04:51:45.070 05/09/2075]',14.457,3.516,26.178,41.807,32.430,26.569,10.940,16.410,10.159,-16.410,59.780,14.847,16.801,15.629,28.523,6.642,9.768,-14.847,-25.397,14.066,10.159,6.252,28.523
'[04:51:45.074 05/09/2075]',18.755,2.735,21.490,59.780,37.509,24.615,16.801,23.834,10.549,-8.596,53.529,20.317,19.927,14.847,32.430,7.814,14.847,-40.635,-20.708,12.112,14.066,8.596,32.430
'[04:51:45.078 05/09/2075]',24.225,8.596,32.039,57.045,44.542,27.741,20.317,29.695,12.112,-25.006,80.098,25.397,31.258,11.722,32.821,15.238,0.391,-112.527,-31.258,10.549,14.847,7.424,32.821
'[04:51:45.082 05/09/2075]',25.397,16.020,39.072,49.231,45.714,32.039,23.834,28.913,14.847,-16.410,74.237,21.099,29.695,13.675,30.867,19.145,13.284,-37.509,-38.291,9.768,12.112,7.033,30.867
'[04:51:45.086 05/09/2075]',29.695,19.145,36.337,46.496,48.449,33.211,25.397,25.397,24.225,11.331,43.370,17.973,33.602,16.410,29.304,16.801,37.900,33.602,-35.556,10.159,13.675,6.642,29.304
'[04:51:45.090 05/09/2075]',28.523,21.490,32.821,49.621,50.403,28.523,20.317,32.430,19.145,-6.642,57.045,29.304,33.211,13.284,17.582,33.993,16.020,-44.151,-32.039,10.549,10.940,4.689,17.582
'[04:51:45.094 05/09/2075]',24.225,21.490,27.741,44.151,49.231,25.397,16.410,27.350,17.192,-22.271,75.018,23.443,32.430,13.675,6.252,40.244,2.344,-90.647,-26.960,14.847,7.814,2.344,6.252
'[04:51:45.098 05/09/2075]',30.085,19.536,18.755,40.635,56.264,23.053,11.722,17.973,31.648,1.172,44.933,10.549,39.463,14.066,6.642,26.960,26.960,-21.880,-17.973,16.020,8.987,2.735,6.642
'[04:51:45.102 05/09/2075]',26.569,16.020,8.205,46.886,59.780,14.457,4.298,19.536,33.602,6.252,32.430,6.252,40.635,8.987,4.689,23.053,34.383,-30.867,-7.424,16.020,14.066,1.563,4.689
'[04:51:45.105 05/09/2075]',22.662,21.880,3.907,38.681,60.562,13.675,-3.126,16.801,30.867,-10.159,49.231,-0.391,43.370,6.642,-3.516,21.099,13.675,-83.614,-3.126,12.503,16.020,1.954,-3.516
'[04:51:45.109 05/09/2075]',24.615,26.569,3.126,28.913,63.297,16.410,-3.516,7.814,36.728,-5.861,48.059,-12.894,48.059,9.377,-1.954,8.596,21.099,-40.244,-2.344,9.377,17.192,5.079,-1.954
'[04:51:45.113 05/09/2075]',23.443,27.741,-4.298,28.913,62.515,13.675,-6.642,6.252,35.165,9.768,25.397,-12.503,45.324,12.112,-4.298,3.126,32.430,-13.284,5.079,7.424,16.801,9.768,-4.298
'[04:51:45.117 05/09/2075]',21.099,35.946,7.814,8.596,58.608,17.192,-6.642,5.470,33.993,14.847,16.410,-8.596,43.761,18.364,-10.940,5.079,28.913,-28.913,-7.033,3.907,10.940,14.457,-10.940
'[04:51:45.121 05/09/2075]',28.913,35.165,7.814,1.563,60.952,22.271,-5.079,-2.735,37.900,13.675,28.523,-17.582,48.449,20.317,-6.252,-0.781,23.834,-15.629,-7.033,5.861,9.768,13.284,-6.252
'[04:51:45.125 05/09/2075]',32.430,35.946,8.205,-2.344,64.078,24.225,-4.298,-8.987,41.416,23.053,18.755,-19.927,50.012,23.053,-1.563,-7.814,39.463,12.503,-7.424,5.861,16.020,12.503,-1.563
'[04:51:45.129 05/09/2075]',28.132,36.728,8.596,0.391,59.780,26.178,-5.079,-5.079,37.900,2.344,41.416,-10.159,50.012,24.225,-1.563,-1.954,18.755,-75.409,-7.814,3.516,14.066,16.020,-1.563
'[04:51:45.133 05/09/2075]',26.960,39.853,8.987,0.781,62.125,28.132,-5.470,-5.861,35.556,-17.192,65.250,-9.768,50.794,22.662,1.563,-2.344,3.126,-99.243,-8.205,2.344,12.112,18.364,1.563
'[04:51:45.137 05/09/2075]',25.397,46.496,14.457,-1.954,66.032,31.648,-3.907,-7.814,41.416,9.768,34.774,-10.940,50.794,26.178,7.033,-10.159,25.788,-2.735,-13.675,0.391,13.284,20.317,7.033
'[04:51:45.141 05/09/2075]',25.788,45.714,14.457,2.344,67.204,30.867,-4.689,-2.735,39.072,4.298,30.476,-1.172,49.231,26.178,3.907,-6.642,19.536,-39.463,-13.675,-4.689,14.847,21.490,3.907
'[04:51:45.145 05/09/2075]',27.350,44.933,16.410,-0.391,69.939,30.085,-5.861,-3.907,26.960,-23.053,60.171,-0.391,46.105,20.317,2.344,-6.252,-7.424,-121.123,-15.629,-3.907,14.847,15.629,2.344
'[04:51:45.148 05/09/2075]',30.476,42.198,17.192,-3.907,72.283,29.304,-6.642,-7.424,30.085,-17.192,45.714,-3.907,47.668,16.410,-0.781,-8.596,6.642,-48.840,-16.410,-2.735,21.099,7.814,-0.781
'[04:51:45.152 05/09/2075]',28.523,42.589,9.377,-3.516,73.455,27.741,-9.377,-13.675,38.291,1.563,9.768,-7.033,49.231,14.847,-6.252,-16.020,23.834,6.252,-8.596,-6.252,27.350,7.814,-6.252
'[04:51:45.156 05/09/2075]',27.350,39.853,10.159,-4.298,71.502,24.615,-13.284,-8.205,29.304,-25.788,30.476,0.391,44.542,7.814,-13.284,-5.079,-1.172,-84.005,-9.377,-2.344,15.238,7.814,-13.284
'[04:51:45.160 05/09/2075]',23.834,43.761,11.722,-11.331,68.767,28.132,-15.629,-12.112,30.085,-41.026,43.370,-1.954,47.277,6.642,-21.880,-3.126,-8.596,-103.150,-10.940,-2.735,16.410,5.079,-21.880
'[04:51:45.164 05/09/2075]',16.020,47.277,6.252,-13.675,63.297,31.258,-16.801,-19.536,40.244,-25.397,12.894,-6.642,50.012,4.689,-27.350,-7.814,13.675,-12.894,-5.470,-6.642,20.317,6.252,-27.350
'[04:51:45.168 05/09/2075]',11.722,44.542,4.689,-7.814,58.217,30.476,-16.801,-16.410,35.165,-25.397,3.516,-1.954,41.026,1.172,-27.350,-4.689,13.675,-35.946,-3.907,-5.861,20.317,3.516,-27.350
'[04:51:45.172 05/09/2075]',12.894,41.416,7.424,-10.159,56.264,32.821,-15.629,-19.536,30.476,-42.979,25.006,-5.079,41.416,-1.954,-29.304,-2.344,-4.689,-74.237,-6.642,-6.252,23.053,0.781,-29.304
'[04:51:45.176 05/09/2075]',13.284,40.635,9.377,-11.722,59.389,32.039,-12.112,-25.397,35.556,-38.291,21.880,-12.894,41.416,-1.563,-28.132,-4.689,7.814,-33.211,-8.596,-8.205,28.523,-0.391,-28.132
'[04:51:45.180 05/09/2075]',14.457,39.072,13.284,-3.126,64.860,27.350,-7.424,-19.927,35.165,-28.913,14.847,-7.814,38.681,-0.391,-22.271,-1.954,14.066,-50.012,-12.503,-8.596,28.913,1.563,-22.271
'[04:51:45.184 05/09/2075]',16.020,36.337,14.847,5.079,68.376,22.662,-5.861,-9.768,35.946,-44.542,35.556,1.954,41.807,-0.391,-18.755,7.424,-4.689,-108.620,-14.066,-7.033,25.006,3.516,-18.755
'[04:51:45.188 05/09/2075]',16.801,37.509,18.755,2.735,70.330,22.271,-3.907,-10.159,42.979,-29.695,25.397,-1.172,41.807,2.344,-10.940,2.735,10.159,-28.132,-17.973,-5.861,26.178,3.516,-10.940
'[04:51:45.191 05/09/2075]',16.020,39.072,14.457,12.503,72.674,19.927,-1.563,-5.861,44.151,-13.675,10.940,0.391,40.244,1.954,-1.954,0.781,26.178,7.814,-13.675,-4.298,25.788,4.689,-1.954
'[04:51:45.195 05/09/2075]',11.331,35.946,19.927,15.238,66.422,16.801,-1.954,2.735,33.993,-34.774,37.509,10.940,35.165,1.954,4.298,5.861,7.424,-75.800,-19.145,-4.298,24.615,5.861,4.298
'[04:51:45.199 05/09/2075]',16.020,35.946,31.648,3.126,66.032,20.708,-1.172,3.126,35.556,-39.463,54.310,7.814,37.509,6.642,7.424,4.689,6.642,-59.389,-30.867,-5.861,26.960,3.126,7.424
'[04:51:45.203 05/09/2075]',12.112,35.946,33.993,5.079,61.734,19.145,0.391,6.252,38.681,-8.205,21.490,7.424,35.556,9.377,8.596,4.689,30.085,32.821,-33.211,-6.642,30.867,7.424,8.596
'[04:51:45.207 05/09/2075]',5.861,34.774,29.695,16.020,53.138,14.847,2.344,17.973,33.993,-14.457,31.258,15.629,33.602,12.503,12.112,7.033,19.145,-28.913,-28.913,-6.252,29.695,10.159,12.112
'[04:51:45.211 05/09/2075]',10.159,32.430,25.006,19.145,53.138,11.331,3.126,19.927,30.085,-30.085,58.217,14.066,35.556,12.112,12.112,11.331,-0.781,-95.336,-24.225,-0.781,23.834,9.768,12.112
'[04:51:45.215 05/09/2075]',9.377,31.258,22.662,18.364,51.966,4.298,6.252,20.317,31.648,-15.238,39.463,9.377,29.695,7.033,15.629,12.503,19.536,-3.907,-21.880,2.735,18.755,7.033,15.629
'[04:51:45.219 05/09/2075]',5.861,33.993,18.755,21.880,50.012,0.391,9.768,22.271,33.993,8.205,14.847,7.424,28.913,2.735,22.662,8.987,34.383,28.132,-17.973,2.344,20.317,1.563,22.662
'[04:51:45.223 05/09/2075]',9.768,26.178,10.549,28.913,47.277,-4.298,6.642,27.350,25.006,-17.192,40.635,12.112,27.741,-3.126,17.192,18.364,8.205,-61.734,-9.768,1.954,18.364,-1.172,17.192
'[04:51:45.227 05/09/2075]',10.940,24.225,6.642,27.350,44.933,-5.861,5.079,26.960,19.927,-36.728,62.125,9.377,28.523,-7.424,10.940,21.880,-2.735,-86.740,-5.861,0.391,18.755,-3.907,10.940
'[04:51:45.230 05/09/2075]',13.675,23.834,1.563,26.569,42.589,-3.907,6.642,21.880,24.225,-4.689,23.834,3.907,26.960,-4.298,9.768,13.675,21.099,-1.954,-0.781,-0.781,20.708,-1.954,9.768
'[04:51:45.234 05/09/2075]',11.722,18.755,-7.033,34.774,35.556,-5.861,2.735,26.178,22.271,-2.344,12.112,9.377,24.615,-5.470,5.861,15.629,14.847,-36.728,7.814,1.172,16.801,-2.735,5.861
'[04:51:45.238 05/09/2075]',10.549,19.927,8.596,13.675,35.165,-3.516,4.298,19.536,23.834,-10.549,21.880,3.126,29.304,-9.377,1.563,15.629,2.344,-47.668,-7.814,0.781,17.973,-5.470,1.563
'[04:51:45.242 05/09/2075]',12.503,21.880,8.987,5.470,36.337,-1.954,5.079,10.940,27.741,-2.735,7.033,-1.172,26.960,-8.205,2.735,8.205,17.582,8.987,-8.205,1.172,17.582,-8.987,2.735
'[04:51:45.246 05/09/2075]',7.033,19.927,8.596,5.470,32.430,-5.470,3.126,13.284,19.927,-10.940,6.252,7.033,19.536,-12.894,3.907,10.940,8.987,-49.231,-7.814,0.391,8.987,-8.596,3.907
'[04:51:45.250 05/09/2075]',8.987,19.145,7.814,0.391,32.039,-5.079,1.563,9.768,13.675,-30.476,24.225,8.987,19.145,-13.675,-1.563,13.284,-11.331,-106.667,-7.033,-0.391,3.126,-6.642,-1.563
'[04:51:45.254 05/09/2075]',12.112,23.834,-1.563,-1.954,32.039,-1.172,0.781,1.954,18.755,-10.940,0.781,0.000,15.238,-10.159,0.000,2.735,7.033,-10.159,2.344,0.391,-4.298,-5.470,0.000
'[04:51:45.258 05/09/2075]',5.079,24.225,-5.470,3.516,26.178,-1.954,3.126,0.391,18.755,2.735,-17.973,0.000,11.722,-10.159,3.516,-1.172,18.364,8.596,6.252,-1.172,-5.079,-4.298,3.516
'[04:51:45.262 05/09/2075]',7.424,22.662,-5.079,6.252,28.523,-1.172,4.298,1.563,14.457,-21.490,10.549,0.781,16.801,-13.675,1.563,-0.391,-3.516,-68.376,5.861,-2.344,1.954,-8.205,1.563
'[04:51:45.266 05/09/2075]',0.781,23.834,-7.033,6.642,22.662,1.563,3.516,-2.735,18.364,-22.662,11.722,-7.424,19.536,-14.847,0.781,-5.079,0.391,-8.987,7.814,-2.344,7.033,-10.159,0.781
'[04:51:45.270 05/09/2075]',1.563,20.317,-1.172,3.516,26.178,0.000,5.079,-5.470,25.006,0.000,-19.536,-7.033,17.192,-15.238,3.907,-8.205,17.192,54.701,1.954,-4.689,11.722,-9.377,3.907
'[04:51:45.273 05/09/2075]',1.954,17.582,8.596,-0.781,26.569,-1.172,3.516,0.000,14.847,-14.457,-5.861,1.563,12.503,-17.192,2.344,-1.954,-0.781,-30.085,-7.814,-3.126,7.033,-8.987,2.344
'[04:51:45.277 05/09/2075]',1.954,14.847,3.907,-0.781,24.615,0.781,-0.391,-2.735,5.470,-35.165,21.099,-1.172,12.894,-17.973,-1.954,-1.563,-24.225,-95.726,-3.126,0.391,2.735,-7.033,-1.954
'[04:51:45.281 05/09/2075]',5.861,11.331,1.563,-5.079,25.006,-0.391,0.391,-8.987,13.284,-23.834,4.298,-3.126,13.675,-16.410,-0.391,-5.861,-0.781,-20.317,-0.781,0.391,0.391,-3.907,-0.391
'[04:51:45.285 05/09/2075]',3.907,7.814,3.126,-6.252,21.490,-3.516,4.689,-10.940,4.689,-7.814,-5.079,-2.344,8.205,-13.675,4.689,-9.768,5.079,3.907,-2.344,0.391,3.516,-3.516,4.689
'[04:51:45.289 05/09/2075]',0.391,8.596,-3.126,-1.954,15.238,-1.563,1.954,-10.159,1.172,-44.151,37.118,-0.391,14.457,-16.801,0.000,-3.516,-23.053,-77.363,3.907,-2.344,7.814,-4.298,0.000
'[04:51:45.293 05/09/2075]',0.000,7.424,-6.252,0.000,12.503,-1.563,3.907,-13.284,1.563,-49.621,50.403,-4.298,11.331,-14.066,3.126,-2.735,-23.834,-68.767,7.033,-0.391,6.252,-6.252,3.126
'[04:51:45.297 05/09/2075]',-4.298,7.033,-3.907,2.344,10.159,-3.907,7.424,-11.722,5.079,-20.317,21.880,-4.298,8.205,-11.722,10.940,-5.861,-1.954,-4.689,4.689,2.344,8.987,-8.596,10.940
'[04:51:45.301 05/09/2075]',-7.814,6.252,-3.516,10.159,7.033,-4.298,5.861,-2.735,2.344,-19.145,23.443,1.172,8.987,-16.410,14.457,0.391,-7.424,-41.807,4.298,4.298,4.689,-7.814,14.457
'[04:51:45.305 05/09/2075]',-0.781,1.563,-5.861,11.331,7.814,-4.298,6.252,-3.126,0.000,-17.192,30.476,-1.563,8.987,-19.145,17.192,3.516,-8.987,-16.020,6.642,7.814,0.391,-8.596,17.192
'[04:51:45.309 05/09/2075]',2.344,5.079,0.000,1.954,10.159,-2.344,10.940,-7.424,1.954,-1.954,20.708,-4.298,11.722,-17.582,21.099,0.391,10.940,49.621,0.781,6.252,0.781,-7.814,21.099
'[04:51:45.313 05/09/2075]',-1.172,5.470,9.768,0.391,7.424,-3.126,10.940,0.391,-5.470,-15.238,33.602,5.470,9.377,-22.271,18.364,11.722,-3.126,-12.894,-8.987,1.954,0.391,-5.470,18.364
'[04:51:45.316 05/09/2075]',0.000,5.861,9.768,0.391,7.814,-2.344,8.987,2.735,-9.768,-33.993,54.701,8.205,8.596,-23.053,14.066,19.145,-19.536,-50.012,-8.987,1.172,0.391,-3.516,14.066
'[04:51:45.320 05/09/2075]',0.391,6.252,9.768,-0.391,7.814,-1.172,8.205,1.563,-0.391,-6.642,24.225,2.735,9.377,-20.317,16.801,12.112,0.391,40.244,-8.987,3.126,1.172,-2.735,16.801
'[04:51:45.324 05/09/2075]',-5.861,2.344,8.205,5.470,2.344,-2.735,5.079,7.033,1.172,2.735,10.549,3.126,7.033,-18.364,17.192,12.503,8.987,26.960,-7.424,1.954,5.470,-0.391,17.192
'[04:51:45.328 05/09/2075]',-3.516,0.000,4.689,9.768,2.735,-3.516,2.735,10.159,-3.907,-18.364,37.900,7.424,5.861,-18.364,14.457,21.099,-9.377,-57.045,-3.907,0.000,4.689,1.172,14.457
'[04:51:45.332 05/09/2075]',-0.391,0.000,2.344,5.861,4.298,-2.344,0.000,7.424,-3.907,-16.020,37.900,1.172,2.344,-19.145,13.675,21.099,0.000,-6.252,-1.563,1.563,0.391,-0.391,13.675
'[04:51:45.336 05/09/2075]',-7.033,0.391,0.000,2.735,1.172,-3.516,-1.954,1.954,0.000,5.470,5.470,0.781,-0.781,-18.755,13.284,18.755,20.317,56.654,0.781,-0.391,1.563,-1.563,13.284
'[04:51:45.340 05/09/2075]',-11.331,0.000,-5.079,8.205,2.735,-9.377,-8.205,7.814,-10.549,-13.675,14.847,10.940,-7.033,-26.960,8.205,27.350,-2.344,-22.271,5.861,-1.172,-0.391,-5.470,8.205
'[04:51:45.344 05/09/2075]',-13.284,-1.954,-3.907,0.781,3.907,-11.722,-12.503,1.954,-16.801,-30.476,30.476,5.079,-8.596,-29.695,3.907,23.834,-20.317,-72.674,4.689,1.172,0.781,-11.331,3.907
'[04:51:45.348 05/09/2075]',-15.629,0.781,-11.331,-2.735,3.907,-11.722,-14.457,-5.861,-7.424,-7.814,-5.079,-2.344,-5.861,-30.476,0.391,13.284,5.470,16.410,12.112,0.000,1.563,-14.066,0.391
'[04:51:45.352 05/09/2075]',-13.284,1.172,-7.033,-10.940,5.079,-12.112,-14.457,-8.987,-2.735,12.894,-35.946,-5.861,-8.205,-28.913,-2.344,8.987,17.582,55.482,7.814,-1.954,-1.172,-13.675,-2.344
'[04:51:45.355 05/09/2075]',-9.377,1.172,-4.298,-14.066,6.252,-11.331,-13.675,-7.424,-11.331,-20.317,0.391,-2.344,-9.768,-32.039,-10.159,19.145,-11.331,-50.403,5.079,-2.735,-9.377,-14.066,-10.159
'[04:51:45.359 05/09/2075]',-5.079,1.954,-10.159,-16.020,5.079,-7.424,-12.112,-13.675,-13.675,-29.695,13.284,-10.940,-11.331,-31.648,-13.675,15.238,-10.159,-32.039,10.940,0.391,-15.629,-15.629,-13.675
'[04:51:45.363 05/09/2075]',-5.861,0.391,-10.549,-11.722,1.563,-7.424,-11.722,-10.549,-14.847,-24.615,-3.126,-3.907,-16.410,-32.039,-12.894,14.457,-3.126,-14.847,11.331,0.000,-17.582,-14.847,-12.894
'[04:51:45.367 05/09/2075]',-13.675,-3.126,-10.940,-5.079,-7.814,-7.033,-11.722,-4.689,-21.880,-44.542,12.112,3.126,-17.973,-33.602,-16.410,17.192,-23.443,-84.786,11.722,0.391,-15.629,-15.238,-16.410
'[04:51:45.371 05/09/2075]',-16.801,-5.861,-12.112,-5.861,-14.457,-3.516,-12.503,-9.768,-19.536,-39.072,3.907,-5.470,-16.410,-32.821,-18.364,7.814,-16.801,-25.397,12.894,1.954,-8.205,-15.629,-18.364
'[04:51:45.375 05/09/2075]',-16.410,-8.596,-4.689,-11.331,-17.192,0.391,-8.987,-15.238,-14.847,-23.443,-16.801,-8.205,-14.847,-31.648,-16.410,0.391,3.907,40.635,5.470,1.954,-5.470,-14.066,-16.410
'[04:51:45.379 05/09/2075]',-16.801,-8.205,3.126,-11.722,-16.410,2.344,-8.596,-10.940,-20.708,-34.383,-3.126,0.391,-14.066,-32.039,-16.410,6.252,-11.331,-32.821,-2.344,1.172,-5.470,-13.284,-16.410
'[04:51:45.383 05/09/2075]',-8.987,-6.642,3.907,-10.940,-9.768,5.079,-6.252,-11.331,-22.662,-40.635,11.331,0.000,-12.112,-32.430,-12.503,5.861,-17.192,-31.258,-3.126,5.079,-11.722,-13.675,-12.503
'[04:51:45.387 05/09/2075]',-8.205,-1.172,12.894,-16.801,-7.424,8.987,-2.735,-12.112,-18.364,-16.801,-10.549,1.172,-9.768,-29.304,-5.470,1.954,-2.735,46.105,-12.112,1.563,-8.596,-12.894,-5.470
'[04:51:45.391 05/09/2075]',-7.033,2.344,11.331,-14.457,-6.642,10.549,-2.344,-7.814,-20.708,-17.192,-6.642,6.252,-11.331,-23.834,-0.781,-0.391,-7.033,3.126,-10.549,0.000,-13.675,-8.596,-0.781
'[04:51:45.395 05/09/2075]',-7.814,1.172,7.814,-8.596,-8.987,9.768,-1.954,-5.470,-28.132,-40.244,24.225,8.596,-11.331,-22.662,-0.781,0.781,-30.476,-84.396,-7.033,1.172,-11.331,-10.159,-0.781
'[04:51:45.398 05/09/2075]',-8.205,-4.689,7.424,-8.596,-12.503,8.987,-0.781,-8.987,-25.397,-30.867,15.629,1.954,-10.940,-20.708,-3.907,-0.391,-13.675,-14.066,-6.642,2.735,-8.596,-8.596,-3.907
'[04:51:45.402 05/09/2075]',-10.159,-5.861,3.516,-10.159,-13.284,7.424,-1.172,-15.238,-17.582,-2.735,-16.801,-2.735,-10.940,-17.192,-3.126,-7.033,5.079,48.059,-2.735,4.689,-11.331,-3.907,-3.126
'[04:51:45.406 05/09/2075]',-14.457,-9.377,-2.735,1.172,-16.801,2.735,-3.907,-6.642,-25.397,-22.271,0.781,3.126,-11.722,-23.053,-7.424,0.781,-16.020,-37.509,3.516,6.642,-9.768,-7.033,-7.424
'[04:51:45.410 05/09/2075]',-12.894,-12.112,-5.861,3.516,-15.629,0.781,-4.298,-7.424,-25.788,-41.416,23.053,0.391,-7.814,-26.960,-8.596,0.391,-28.523,-66.032,6.642,10.159,-7.424,-8.596,-8.596
'[04:51:45.414 05/09/2075]',-12.894,-9.768,-9.768,3.907,-14.457,0.391,-3.126,-9.768,-17.192,-23.443,-3.126,-2.735,-7.814,-20.708,-7.814,-6.642,-6.642,18.364,10.549,7.033,-0.781,-5.079,-7.814
'[04:51:45.418 05/09/2075]',-13.675,-10.940,-7.033,5.079,-15.238,-5.470,-2.735,-1.172,-16.410,-25.397,-6.642,2.735,-11.722,-23.443,-4.298,-4.689,-5.470,0.391,7.814,5.470,-0.391,-8.205,-4.298
'[04:51:45.422 05/09/2075]',-8.205,-15.629,-3.516,5.079,-14.457,-6.252,-1.563,1.172,-22.271,-44.151,20.708,4.689,-13.284,-22.271,-3.516,0.391,-26.569,-43.761,4.298,7.814,-1.954,-7.424,-3.516
'[04:51:45.426 05/09/2075]',-6.642,-17.973,-1.563,-0.391,-16.410,-7.814,0.000,-1.172,-20.317,-37.900,18.364,1.954,-12.894,-19.927,-3.516,1.172,-16.410,0.391,2.344,9.377,-5.470,-7.424,-3.516
'[04:51:45.430 05/09/2075]',-13.675,-19.927,3.126,-5.861,-24.615,-12.894,-1.563,4.689,-22.271,-23.053,0.781,11.331,-15.238,-19.927,3.907,-1.172,-10.549,-3.907,-2.344,10.940,-11.331,-7.424,3.907
'[04:51:45.434 05/09/2075]',-10.159,-24.615,1.563,-5.470,-25.788,-18.364,-3.126,9.377,-31.648,-25.006,8.987,14.847,-15.238,-20.708,5.861,-1.172,-26.960,-64.860,-0.781,16.410,-15.629,-7.814,5.861
'[04:51:45.438 05/09/2075]',-8.205,-25.788,4.689,-16.020,-26.178,-21.880,-1.563,5.470,-28.132,-7.424,-4.689,7.424,-12.503,-17.973,6.642,-7.424,-12.894,2.344,-3.907,18.364,-11.331,-8.596,6.642
'[04:51:45.441 05/09/2075]',-10.940,-27.741,1.954,-19.927,-31.648,-28.523,-1.954,5.861,-26.960,8.205,-21.490,6.252,-15.629,-12.503,8.596,-12.503,2.735,38.681,-1.172,18.755,-11.331,-5.861,8.596
