'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[15:43:19.184 06/11/2076]',-19.145,-33.211,-0.391,-4.689,-53.138,-14.847,14.847,-4.689,-31.648,-3.907,47.668,9.377,-51.575,5.470,38.681,28.523,-10.549,10.940,1.172,4.689,-89.475,4.298,38.681
'[15:43:19.188 06/11/2076]',-17.582,-35.556,0.781,0.000,-58.999,-8.987,15.238,0.391,-40.635,-1.172,47.668,18.364,-51.966,-0.781,38.291,39.072,-10.940,15.629,0.000,9.377,-89.866,3.126,38.291
'[15:43:19.191 06/11/2076]',-17.192,-41.416,-0.391,3.126,-63.297,-10.549,14.457,3.126,-43.370,1.563,47.277,7.033,-53.529,1.563,37.118,26.569,-11.722,17.192,1.172,12.503,-84.786,1.954,37.118
'[15:43:19.195 06/11/2076]',-16.020,-43.370,-5.861,-1.172,-63.687,-12.894,8.596,0.391,-40.635,-0.781,45.324,-2.344,-54.701,5.470,34.383,15.629,-12.894,13.284,6.642,11.331,-78.926,1.954,34.383
'[15:43:19.199 06/11/2076]',-19.145,-43.761,-10.940,-2.344,-67.595,-12.894,6.642,-3.126,-38.291,1.172,43.761,7.424,-44.542,-1.954,35.946,25.006,-15.238,17.582,11.722,12.503,-76.581,1.563,35.946
'[15:43:19.203 06/11/2076]',-25.788,-48.840,-8.596,-1.172,-76.972,-14.847,8.596,-2.344,-39.463,1.954,43.761,13.284,-42.589,-8.205,38.291,31.258,-18.364,22.271,9.377,12.894,-71.893,1.172,38.291
'[15:43:19.207 06/11/2076]',-42.198,-47.668,-10.940,-3.907,-87.912,-20.708,4.689,-1.954,-45.714,-1.172,44.542,-0.391,-56.654,-4.298,39.853,17.192,-27.350,21.490,11.722,5.861,-66.422,2.344,39.853
'[15:43:19.211 06/11/2076]',-38.681,-44.542,-14.457,-6.252,-82.442,-20.708,-0.391,-1.954,-48.840,-1.563,42.979,-8.205,-67.204,-2.344,42.198,10.940,-34.383,22.271,15.238,0.391,-69.158,5.079,42.198
'[15:43:19.215 06/11/2076]',-36.337,-47.277,-8.596,-6.642,-75.409,-21.490,6.252,-8.987,-36.728,2.344,41.026,0.391,-51.575,-12.112,43.370,26.960,-34.774,30.476,9.377,10.940,-77.753,1.954,43.370
'[15:43:19.219 06/11/2076]',-44.151,-49.621,-1.563,-3.126,-77.363,-23.053,10.549,-10.549,-37.509,7.814,40.244,1.563,-48.840,-14.847,40.635,35.165,-32.821,33.602,2.344,16.410,-78.535,0.391,40.635
'[15:43:19.223 06/11/2076]',-43.761,-44.933,-1.563,-0.781,-73.065,-25.788,7.424,-0.391,-33.602,6.252,35.556,0.000,-56.654,0.000,40.244,24.615,-30.476,25.788,2.344,3.516,-72.283,7.033,40.244
'[15:43:19.227 06/11/2076]',-54.701,-45.324,-0.781,7.424,-86.740,-32.039,12.112,13.284,-29.304,7.033,28.913,6.642,-61.734,13.675,43.370,17.582,-25.788,23.834,1.563,-8.987,-57.436,12.894,43.370
'[15:43:19.230 06/11/2076]',-59.780,-46.105,-4.689,9.768,-91.819,-37.509,22.662,4.298,-37.509,10.549,33.993,2.344,-60.952,11.722,39.463,18.364,-21.490,27.741,5.470,-3.126,-50.794,8.596,39.463
'[15:43:19.234 06/11/2076]',-43.761,-45.714,-13.675,3.907,-82.833,-32.430,21.099,-5.470,-36.728,7.814,37.509,-5.861,-60.952,11.722,37.118,14.847,-23.053,28.913,14.457,3.516,-59.780,7.424,37.118
'[15:43:19.238 06/11/2076]',-42.198,-44.151,-16.801,5.470,-84.786,-26.569,14.457,-1.563,-26.960,4.298,40.635,4.689,-52.357,5.861,42.589,26.569,-28.913,32.430,17.582,9.377,-74.237,6.252,42.589
'[15:43:19.242 06/11/2076]',-44.151,-43.761,-13.284,3.907,-89.084,-20.317,15.629,-4.298,-30.867,8.205,43.761,7.814,-46.886,-1.563,45.324,32.039,-27.741,39.853,14.066,18.755,-82.442,1.563,45.324
'[15:43:19.246 06/11/2076]',-39.072,-39.853,-5.079,10.549,-83.223,-13.284,16.410,4.689,-39.072,11.331,48.840,4.298,-54.310,0.781,48.449,30.867,-23.443,44.151,5.861,17.582,-88.303,3.516,48.449
'[15:43:19.250 06/11/2076]',-40.244,-37.509,-0.391,14.847,-80.488,-8.596,17.192,8.596,-32.821,12.894,48.059,11.722,-51.966,4.689,52.357,35.165,-12.894,38.681,1.172,11.331,-82.051,7.033,52.357
'[15:43:19.254 06/11/2076]',-44.542,-37.509,-3.516,19.145,-83.614,-6.252,19.536,3.516,-33.211,15.238,45.714,14.066,-49.621,2.735,47.668,41.026,-3.126,34.383,4.298,14.066,-75.018,5.861,47.668
'[15:43:19.258 06/11/2076]',-42.198,-33.211,-1.563,19.536,-73.846,-5.079,19.927,0.781,-27.741,15.629,45.714,1.563,-49.621,7.814,43.761,32.821,1.563,29.695,2.344,13.675,-68.767,7.424,43.761
'[15:43:19.262 06/11/2076]',-50.794,-29.695,-4.689,21.099,-80.879,-1.954,15.238,3.126,-17.192,11.331,43.370,-3.907,-50.012,12.503,44.933,25.788,0.391,24.615,5.470,12.503,-65.250,7.814,44.933
'[15:43:19.266 06/11/2076]',-53.919,-29.695,-3.126,23.834,-84.786,-0.391,17.973,3.907,-19.927,13.284,41.807,10.159,-43.370,2.735,44.933,41.416,0.391,30.476,3.907,17.582,-64.469,5.079,44.933
'[15:43:19.270 06/11/2076]',-56.654,-26.960,10.940,22.271,-84.005,3.907,26.960,1.954,-24.225,21.880,44.933,16.801,-38.681,-4.298,50.794,51.966,5.079,39.853,-10.159,18.755,-65.250,5.470,50.794
'[15:43:19.273 06/11/2076]',-56.264,-21.099,12.112,19.145,-87.131,11.722,21.490,7.033,-31.258,24.615,46.886,-1.172,-54.310,2.735,54.701,35.946,6.642,34.774,-11.331,10.549,-68.376,4.689,54.701
'[15:43:19.277 06/11/2076]',-57.436,-19.145,10.159,17.192,-85.958,10.549,15.629,10.159,-40.635,25.788,43.370,-7.424,-67.985,7.424,52.357,28.913,7.424,31.648,-9.377,1.563,-66.813,7.424,52.357
'[15:43:19.281 06/11/2076]',-50.012,-18.364,7.424,14.847,-79.707,8.596,20.708,3.516,-27.350,32.039,40.244,-4.689,-48.840,7.424,46.105,34.383,10.549,37.900,-6.642,6.642,-73.846,9.768,46.105
'[15:43:19.285 06/11/2076]',-41.416,-14.847,5.079,10.159,-75.409,7.424,23.834,1.954,-22.271,32.430,37.118,-10.159,-46.105,16.801,37.118,28.523,8.987,38.681,-4.298,3.907,-71.111,13.675,37.118
'[15:43:19.289 06/11/2076]',-46.886,-13.675,7.814,12.894,-84.786,3.907,18.364,20.708,-25.397,32.039,26.569,-7.814,-57.436,36.337,36.337,9.377,7.033,33.993,-7.033,-12.894,-53.529,24.225,36.337
'[15:43:19.293 06/11/2076]',-44.542,-11.722,10.549,10.549,-84.005,6.252,24.225,17.192,-25.397,39.463,26.960,-8.205,-52.747,41.416,39.463,4.298,12.503,38.681,-9.768,-13.284,-51.184,27.741,39.463
'[15:43:19.297 06/11/2076]',-39.072,-7.814,12.503,5.079,-80.098,16.020,32.039,1.563,-25.397,47.668,36.728,-25.788,-50.012,38.681,43.370,0.781,19.145,44.542,-11.722,-5.079,-58.999,22.662,43.370
'[15:43:19.301 06/11/2076]',-38.681,-6.642,8.205,8.987,-77.753,24.225,24.615,0.000,-26.960,50.403,42.979,-30.476,-51.575,32.821,50.012,4.689,23.834,38.291,-7.424,-1.563,-71.893,21.099,50.012
'[15:43:19.305 06/11/2076]',-32.039,-8.205,3.126,11.722,-66.032,28.913,19.145,-7.424,-13.675,58.999,44.151,-28.523,-35.946,30.476,53.138,12.112,32.821,34.774,-2.344,1.172,-76.581,21.490,53.138
'[15:43:19.309 06/11/2076]',-27.350,-2.735,0.391,9.377,-60.562,34.774,19.927,-14.847,-1.954,62.125,42.198,-33.211,-28.132,30.476,53.919,12.112,37.900,33.602,0.391,1.172,-82.442,20.708,53.919
'[15:43:19.313 06/11/2076]',-27.350,-3.516,4.298,12.112,-60.562,41.026,14.847,-10.549,-4.298,64.469,36.337,-35.946,-36.337,36.337,51.966,7.814,40.244,30.085,-3.516,-1.563,-79.316,23.834,51.966
'[15:43:19.316 06/11/2076]',-30.867,-4.298,9.768,12.894,-62.515,44.151,14.066,-8.205,-3.516,66.032,30.867,-25.788,-35.165,39.072,48.449,14.847,41.807,29.304,-8.987,-3.907,-70.720,25.006,48.449
'[15:43:19.320 06/11/2076]',-34.774,-3.126,9.377,10.159,-69.939,48.449,16.410,-13.675,-8.987,62.906,29.695,-19.145,-37.509,32.039,45.324,25.397,41.416,31.648,-8.596,0.391,-75.018,23.053,45.324
'[15:43:19.324 06/11/2076]',-33.602,-1.563,10.549,13.675,-67.985,49.621,16.020,-8.596,-21.490,60.952,32.430,-26.178,-53.529,33.211,49.231,16.801,39.072,29.695,-9.768,-3.516,-71.502,22.271,49.231
'[15:43:19.328 06/11/2076]',-35.165,-3.516,7.814,19.927,-65.250,45.324,13.284,-3.907,-19.927,57.436,31.258,-28.132,-53.138,36.728,47.277,10.159,39.463,23.443,-7.033,-7.814,-60.562,21.490,47.277
'[15:43:19.332 06/11/2076]',-30.476,-8.596,3.126,19.536,-59.389,41.416,14.066,-13.284,-14.457,53.529,28.913,-16.801,-38.681,24.615,41.807,22.271,43.761,22.662,-2.344,1.172,-56.654,13.675,41.807
'[15:43:19.336 06/11/2076]',-22.271,-11.722,-4.298,17.973,-45.324,37.118,11.331,-23.834,-15.629,50.403,26.178,-16.020,-31.648,12.112,34.774,29.304,44.542,16.020,5.079,8.596,-55.482,4.689,34.774
'[15:43:19.340 06/11/2076]',-23.443,-12.503,-12.894,15.238,-39.463,25.788,-1.954,-18.755,-20.708,43.761,18.755,-21.490,-43.370,17.582,28.132,17.192,39.463,-3.516,13.675,1.172,-49.231,0.781,28.132
'[15:43:19.344 06/11/2076]',-25.006,-11.722,-17.582,17.192,-39.853,18.364,-9.377,-6.642,-23.834,39.072,12.503,-14.847,-50.012,20.708,26.178,16.020,38.291,-12.503,18.364,-6.252,-46.886,1.563,26.178
'[15:43:19.348 06/11/2076]',-20.708,-5.470,-19.145,16.410,-33.602,11.722,-1.172,-6.252,-25.006,39.463,12.112,-10.159,-46.886,16.410,26.569,20.317,40.244,-13.675,19.927,-7.424,-53.529,1.563,26.569
'[15:43:19.352 06/11/2076]',-17.582,-6.642,-14.457,18.755,-32.039,4.689,4.689,1.172,-17.192,42.589,6.252,1.563,-39.072,23.443,27.741,21.099,44.542,-16.801,15.238,-12.112,-53.529,12.112,27.741
'[15:43:19.355 06/11/2076]',-20.708,-8.205,-2.344,13.675,-35.165,2.735,4.298,7.424,-6.642,39.072,5.079,-3.126,-38.291,37.118,28.132,7.424,46.105,-19.927,3.126,-17.973,-50.403,25.397,28.132
'[15:43:19.359 06/11/2076]',-13.284,-4.298,-5.470,2.344,-24.225,5.079,3.516,-5.861,2.344,35.556,8.596,-11.722,-31.648,33.602,29.304,2.735,43.761,-15.238,6.252,-15.629,-59.780,25.006,29.304
'[15:43:19.363 06/11/2076]',-4.298,-4.298,-12.112,-3.907,-10.940,3.516,0.000,-18.755,5.861,27.741,10.940,-18.364,-26.569,20.317,22.662,10.549,33.993,-10.940,12.894,-4.298,-75.018,19.536,22.662
'[15:43:19.367 06/11/2076]',-5.861,-3.907,-14.847,-10.159,-16.801,8.987,-7.424,-21.490,6.642,21.880,11.331,-22.662,-26.960,16.410,18.364,10.159,24.615,-8.596,15.629,-5.861,-75.018,17.582,18.364
'[15:43:19.371 06/11/2076]',-4.689,-0.391,-22.271,-13.284,-21.880,14.457,-9.377,-25.006,8.987,16.410,11.331,-19.536,-23.053,8.987,17.582,14.066,18.755,-4.689,23.053,-5.861,-76.972,15.238,17.582
'[15:43:19.375 06/11/2076]',-3.907,2.344,-17.973,-21.099,-24.225,16.020,-7.814,-25.788,2.344,14.457,8.987,-25.788,-26.960,8.205,10.549,9.377,13.675,-3.907,18.755,-7.424,-72.674,14.457,10.549
'[15:43:19.379 06/11/2076]',-10.549,2.344,-16.020,-17.192,-32.821,14.066,-7.033,-17.192,-1.954,12.503,6.252,-31.648,-35.165,14.457,5.470,1.172,9.768,-4.689,16.801,-11.722,-66.813,17.582,5.470
'[15:43:19.383 06/11/2076]',-19.927,2.344,-17.973,-19.536,-43.761,12.112,-5.079,-19.536,-4.689,10.549,6.252,-24.225,-33.993,11.722,2.735,7.814,5.861,-2.735,18.755,-10.549,-69.548,17.582,2.735
'[15:43:19.387 06/11/2076]',-6.642,1.172,-22.271,-19.927,-19.927,0.391,-5.079,-24.225,-7.814,8.205,5.470,-17.192,-30.867,5.079,-3.516,18.755,1.954,-0.391,23.053,-6.642,-73.455,15.629,-3.516
'[15:43:19.391 06/11/2076]',-8.596,0.000,-26.569,-16.410,-21.490,-3.907,-7.814,-19.145,-2.344,4.298,6.252,-28.132,-32.821,13.284,-3.907,3.907,-3.907,-2.344,27.350,-9.377,-71.893,15.629,-3.907
'[15:43:19.395 06/11/2076]',-14.847,-3.126,-26.178,-19.927,-32.821,-4.298,-10.940,-16.801,-7.814,0.391,6.252,-35.946,-42.198,17.192,-3.126,-8.596,-7.814,-2.735,26.960,-10.940,-66.422,12.112,-3.126
'[15:43:19.398 06/11/2076]',-4.689,-6.642,-21.099,-20.317,-24.225,-1.172,-8.205,-19.927,-2.344,-1.954,8.596,-25.788,-28.132,3.516,-0.781,3.516,-5.470,3.516,21.880,3.126,-69.548,5.079,-0.781
'[15:43:19.402 06/11/2076]',-3.907,-10.549,-21.880,-15.629,-26.569,0.391,-5.861,-20.708,-3.516,-5.079,7.814,-19.145,-21.099,-7.424,-6.252,16.020,-5.079,5.861,22.662,11.331,-66.422,-0.781,-6.252
'[15:43:19.406 06/11/2076]',-27.741,-10.549,-28.913,-12.894,-51.966,-5.470,-12.894,-10.159,-13.284,-10.940,2.344,-19.145,-34.774,-3.126,-7.814,4.689,-5.470,-2.735,29.695,4.298,-55.482,-2.344,-7.814
'[15:43:19.410 06/11/2076]',-25.006,-11.722,-35.946,-9.768,-51.184,-10.549,-16.801,-5.079,-10.940,-10.940,-2.735,-14.066,-30.867,-1.563,-6.642,-0.391,-3.126,-6.642,36.728,0.391,-48.449,-2.344,-6.642
'[15:43:19.414 06/11/2076]',-7.814,-20.708,-48.840,0.391,-35.946,-24.615,-12.112,-4.298,-8.987,-10.940,-12.894,-7.033,-20.317,-4.689,-18.755,3.907,-3.516,-9.768,49.621,5.079,-39.072,-4.298,-18.755
'[15:43:19.418 06/11/2076]',-6.642,-28.913,-51.575,1.172,-32.430,-37.118,-14.066,-2.344,-14.457,-8.205,-17.582,-17.192,-26.569,4.298,-23.053,-14.066,-7.424,-18.755,52.357,7.814,-30.085,-2.344,-23.053
'[15:43:19.422 06/11/2076]',-2.344,-30.867,-46.105,-6.642,-24.615,-37.118,-23.053,-1.563,-15.629,-10.940,-21.490,-17.582,-26.569,2.344,-25.006,-17.192,-10.940,-23.053,46.886,15.629,-35.165,-3.516,-25.006
'[15:43:19.426 06/11/2076]',1.954,-34.383,-43.370,0.781,-16.410,-39.853,-27.741,8.205,-20.317,-19.145,-23.053,-9.768,-24.615,-14.066,-32.430,-1.954,-19.927,-23.053,44.151,28.523,-45.714,-9.377,-32.430
'[15:43:19.430 06/11/2076]',-20.708,-34.774,-47.668,2.344,-36.728,-43.761,-30.085,9.377,-21.880,-27.350,-23.443,-12.112,-24.615,-18.364,-38.681,-2.735,-27.741,-25.788,48.449,34.383,-49.231,-14.457,-38.681
