'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[09:22:42.074 14/03/2059]',-37.118,42.979,6.642,3.516,-72.674,53.529,31.258,4.689,10.549,7.424,-7.814,40.244,19.145,18.755,21.099,-8.205,17.973,-35.165,-5.861,11.722,23.443,-6.252,21.099
'[09:22:42.078 14/03/2059]',-41.026,45.714,5.079,3.907,-79.316,59.389,33.993,0.391,7.424,10.159,-10.549,44.542,16.410,17.582,21.490,-4.298,20.317,-30.867,-4.298,-1.172,29.304,2.735,21.490
'[09:22:42.082 14/03/2059]',-38.291,49.621,4.689,2.735,-79.316,66.422,39.072,-7.033,8.987,14.847,-9.377,43.370,19.145,22.662,19.927,-4.689,19.927,-28.132,-3.907,-7.033,28.913,15.238,19.927
'[09:22:42.086 14/03/2059]',-40.244,51.575,4.298,3.516,-84.396,69.548,37.509,-3.126,8.987,18.755,-12.503,46.105,21.490,29.695,14.066,-4.298,24.225,-26.960,-3.516,8.205,30.085,7.424,14.066
'[09:22:42.090 14/03/2059]',-46.105,51.575,3.516,7.033,-89.866,70.720,33.602,2.344,10.549,21.099,-18.364,50.012,24.615,33.993,7.424,-2.735,25.006,-23.443,-2.735,9.377,34.774,10.549,7.424
'[09:22:42.094 14/03/2059]',-47.277,52.357,3.516,7.814,-89.475,73.846,33.993,-1.172,15.238,23.443,-24.615,46.886,29.304,33.993,2.344,-5.079,21.880,-24.225,-2.735,3.516,35.556,21.880,2.344
'[09:22:42.098 14/03/2059]',-47.668,51.575,0.391,7.424,-91.429,72.674,33.602,-2.344,13.675,24.615,-32.430,45.324,28.132,25.397,5.861,-7.424,20.708,-28.523,0.391,13.675,33.211,9.377,5.861
'[09:22:42.102 14/03/2059]',-50.794,48.840,-1.954,10.940,-92.991,66.422,31.648,1.954,12.112,21.490,-41.416,50.794,25.788,18.755,2.344,-3.126,17.192,-25.006,2.735,16.020,37.118,4.689,2.344
'[09:22:42.105 14/03/2059]',-49.231,46.496,-5.079,13.675,-90.256,64.860,29.304,1.172,16.020,17.192,-44.933,52.357,24.225,16.410,0.391,0.391,12.503,-21.880,5.861,3.516,39.463,15.629,0.391
'[09:22:42.109 14/03/2059]',-46.886,46.886,-7.033,10.940,-88.303,65.641,34.383,-8.205,17.973,14.847,-43.370,47.668,21.880,17.582,-1.172,0.000,10.159,-21.099,7.814,8.205,36.728,14.847,-1.172
'[09:22:42.113 14/03/2059]',-42.979,48.059,-7.814,10.159,-84.005,69.548,42.198,-19.927,21.880,11.331,-42.979,48.840,23.053,14.457,1.172,0.781,10.159,-17.582,8.596,15.238,36.337,7.033,1.172
'[09:22:42.117 14/03/2059]',-39.463,46.105,-9.768,14.847,-80.098,73.455,40.635,-22.271,25.006,9.768,-44.933,48.840,21.099,13.284,0.781,3.126,8.987,-8.596,10.549,7.033,40.244,11.331,0.781
'[09:22:42.121 14/03/2059]',-33.993,42.589,-10.159,14.066,-76.972,78.535,38.681,-28.523,25.006,11.331,-44.542,40.635,17.582,15.238,-0.391,0.391,8.596,-5.861,10.940,0.000,39.853,21.880,-0.391
'[09:22:42.125 14/03/2059]',-28.913,37.509,-6.642,13.284,-73.455,79.707,40.244,-31.258,25.788,13.675,-46.105,37.118,17.582,15.238,-0.781,0.391,13.284,-4.689,7.424,18.755,38.291,10.159,-0.781
'[09:22:42.129 14/03/2059]',-33.993,28.523,-2.735,18.755,-77.363,78.535,42.589,-32.821,24.225,17.192,-46.105,33.211,14.066,15.238,-1.563,1.563,16.801,4.298,3.516,24.225,39.072,10.549,-1.563
'[09:22:42.133 14/03/2059]',-39.072,23.834,0.391,21.099,-80.879,78.144,46.496,-37.509,23.834,19.536,-42.198,23.834,7.033,16.801,1.172,0.781,14.066,13.284,0.391,11.331,37.509,28.913,1.172
'[09:22:42.137 14/03/2059]',-41.807,23.053,4.689,20.317,-81.270,80.879,47.277,-39.072,26.569,22.662,-36.728,15.238,5.079,7.814,16.410,-1.563,16.801,17.192,-3.907,18.755,33.993,19.536,16.410
'[09:22:42.141 14/03/2059]',-44.542,20.708,8.987,26.960,-80.098,81.270,47.668,-35.165,28.913,23.834,-34.383,13.284,2.344,2.735,26.178,0.391,19.145,23.834,-8.205,28.132,34.774,5.861,26.178
'[09:22:42.145 14/03/2059]',-45.714,16.020,11.331,33.602,-75.800,78.535,53.919,-40.635,32.821,22.271,-33.211,10.549,-2.735,-0.391,31.258,4.689,20.317,28.132,-10.549,17.192,36.337,14.847,31.258
'[09:22:42.148 14/03/2059]',-43.761,12.894,16.020,35.556,-68.767,75.018,59.389,-43.370,35.946,23.053,-29.304,5.079,-5.470,-1.172,35.556,6.252,25.788,24.615,-15.238,14.847,35.165,17.973,35.556
'[09:22:42.152 14/03/2059]',-39.853,6.642,19.927,41.807,-62.515,67.985,58.999,-33.993,35.165,23.443,-26.569,3.516,-5.861,-5.079,39.072,9.377,31.648,23.053,-19.145,31.258,32.039,3.516,39.072
'[09:22:42.156 14/03/2059]',-40.635,0.391,22.271,48.449,-60.952,59.389,56.654,-24.615,30.476,22.271,-22.271,3.126,-8.987,-10.940,40.635,13.675,33.602,25.397,-21.490,31.258,30.085,4.298,40.635
'[09:22:42.160 14/03/2059]',-34.774,-3.907,23.834,48.840,-53.138,53.919,57.827,-23.834,26.569,23.834,-16.801,-3.907,-10.940,-10.159,39.853,11.331,35.165,21.490,-23.053,26.960,23.834,14.457,39.853
'[09:22:42.164 14/03/2059]',-31.648,-8.205,24.615,48.059,-47.668,48.840,60.562,-28.132,22.271,26.178,-13.284,-11.331,-10.940,-10.940,38.681,7.814,35.556,14.847,-23.834,33.602,16.801,15.629,38.681
'[09:22:42.168 14/03/2059]',-30.867,-13.284,25.788,51.966,-42.589,42.589,54.701,-21.490,19.927,23.443,-16.020,-10.940,-14.847,-13.284,32.821,12.112,36.337,14.457,-25.006,39.463,15.238,12.112,32.821
'[09:22:42.172 14/03/2059]',-30.867,-16.020,25.006,54.310,-34.383,35.556,49.621,-18.364,21.880,20.708,-17.192,-15.238,-19.536,-14.066,31.258,11.722,32.039,14.066,-24.225,26.178,14.066,22.271,31.258
'[09:22:42.176 14/03/2059]',-27.741,-15.238,26.960,51.966,-26.569,30.476,51.966,-19.536,27.741,18.755,-14.066,-24.225,-17.192,-23.053,41.807,7.033,26.960,10.549,-26.178,34.383,8.987,5.861,41.807
'[09:22:42.180 14/03/2059]',-27.350,-16.020,28.523,56.264,-19.927,21.880,53.919,-13.675,28.523,15.629,-10.549,-24.615,-18.364,-30.476,50.012,7.814,20.317,14.847,-27.741,46.496,7.033,-12.503,50.012
'[09:22:42.184 14/03/2059]',-27.741,-19.145,31.258,62.906,-13.284,12.894,55.482,-7.814,29.695,12.112,-8.596,-25.788,-21.880,-31.648,51.575,9.768,9.377,20.708,-30.476,33.211,7.033,-1.172,51.575
'[09:22:42.188 14/03/2059]',-24.615,-20.317,36.337,62.125,-3.516,5.861,56.654,-5.861,27.350,12.112,-3.907,-33.211,-26.178,-27.350,50.794,4.689,2.735,17.582,-35.556,27.350,5.861,9.377,50.794
'[09:22:42.191 14/03/2059]',-17.582,-22.271,41.416,63.297,9.377,-2.344,58.217,-1.172,23.834,10.159,-3.126,-35.165,-30.085,-26.960,49.231,4.298,1.172,12.894,-40.635,46.886,1.563,-1.954,49.231
'[09:22:42.195 14/03/2059]',-9.377,-24.615,42.979,69.158,25.006,-11.722,60.952,3.516,23.443,7.424,-5.079,-32.430,-32.821,-30.476,48.449,8.205,0.000,12.503,-42.198,46.886,1.172,-3.516,48.449
'[09:22:42.199 14/03/2059]',-3.516,-24.615,43.370,68.376,38.681,-20.317,63.297,1.563,27.350,5.861,-4.689,-38.291,-33.993,-30.476,50.403,3.907,-2.344,9.768,-42.589,34.774,-0.781,8.205,50.403
'[09:22:42.203 14/03/2059]',-1.172,-23.834,43.761,65.250,43.370,-26.569,60.562,5.861,30.085,5.079,-1.563,-42.979,-30.476,-32.430,54.701,0.000,-4.689,3.126,-42.979,48.840,-7.033,-1.954,54.701
'[09:22:42.207 14/03/2059]',-3.907,-26.569,42.979,69.548,42.589,-33.993,57.045,16.020,28.523,1.954,-1.172,-38.681,-30.085,-33.602,53.529,1.172,-7.424,3.126,-42.198,59.780,-8.987,-9.768,53.529
'[09:22:42.211 14/03/2059]',-7.424,-28.913,41.416,71.111,41.026,-40.244,61.343,12.112,24.225,0.781,-1.954,-37.900,-35.556,-26.960,46.105,1.954,-11.722,2.344,-40.635,47.277,-8.596,8.987,46.105
'[09:22:42.215 14/03/2059]',-5.861,-30.867,41.416,68.376,42.979,-42.979,66.032,6.252,19.536,1.563,-0.391,-40.635,-38.681,-26.960,46.105,0.000,-10.549,-4.689,-40.635,50.403,-12.503,10.940,46.105
'[09:22:42.219 14/03/2059]',1.954,-34.383,41.026,70.330,50.012,-44.933,60.171,13.284,14.847,1.954,-1.172,-35.946,-40.244,-36.728,54.701,1.954,-4.689,-8.987,-40.244,64.469,-15.629,-9.768,54.701
'[09:22:42.223 14/03/2059]',7.033,-37.509,36.728,72.283,57.045,-50.012,52.747,19.536,10.940,3.516,-3.907,-29.304,-43.370,-40.244,58.217,7.033,0.391,-10.159,-35.946,58.608,-15.238,-11.331,58.217
'[09:22:42.227 14/03/2059]',12.503,-38.681,34.383,66.813,66.813,-58.217,55.482,11.331,9.377,4.689,-0.391,-31.648,-41.026,-40.244,61.343,2.344,1.954,-17.192,-33.602,58.999,-21.880,-9.768,61.343
'[09:22:42.230 14/03/2059]',14.847,-38.681,30.867,62.125,71.502,-65.250,54.701,8.596,4.689,5.079,5.079,-32.039,-36.337,-41.807,63.297,0.391,2.735,-19.927,-30.085,73.065,-28.523,-21.490,63.297
'[09:22:42.234 14/03/2059]',13.675,-40.244,25.397,65.250,73.065,-76.190,53.529,14.066,-5.861,3.907,9.377,-25.006,-39.463,-39.463,59.389,2.344,1.954,-12.112,-24.615,69.158,-28.132,-19.536,59.389
'[09:22:42.238 14/03/2059]',11.331,-40.244,21.099,64.469,73.065,-83.614,54.310,13.284,-11.722,1.563,17.973,-26.569,-39.072,-31.258,51.966,0.391,-1.172,-5.470,-20.317,55.092,-28.132,-0.391,51.966
'[09:22:42.242 14/03/2059]',12.894,-40.244,22.662,62.906,73.065,-84.005,59.389,10.159,-15.238,1.563,29.695,-27.350,-35.165,-28.913,55.092,-1.172,0.000,-4.689,-21.880,67.204,-32.039,-10.549,55.092
'[09:22:42.246 14/03/2059]',18.755,-42.198,26.178,66.422,78.144,-84.396,64.469,10.940,-21.099,1.954,37.900,-20.708,-32.430,-29.695,59.780,1.563,3.907,2.344,-25.397,76.972,-31.258,-22.662,59.780
'[09:22:42.250 14/03/2059]',23.834,-46.105,28.523,68.767,82.051,-83.614,64.860,12.503,-26.178,3.126,44.151,-17.192,-32.821,-24.615,57.436,3.907,1.954,10.159,-27.741,61.343,-31.648,-5.079,57.436
'[09:22:42.254 14/03/2059]',33.211,-46.886,32.430,63.297,90.256,-80.879,65.250,8.596,-32.039,6.252,50.403,-17.582,-32.039,-23.834,59.389,3.907,0.391,10.549,-31.648,58.608,-36.337,-3.907,59.389
'[09:22:42.258 14/03/2059]',44.542,-48.059,35.556,60.562,99.634,-81.270,67.204,7.814,-42.589,8.987,51.966,-11.331,-32.039,-28.523,61.734,5.861,0.391,13.284,-34.774,71.893,-39.072,-22.662,61.734
'[09:22:42.262 14/03/2059]',44.933,-52.357,34.383,60.171,98.071,-86.349,73.455,3.126,-48.449,8.987,48.059,-4.689,-34.383,-26.960,54.701,10.159,-2.735,20.317,-33.602,62.906,-41.416,-15.629,54.701
'[09:22:42.266 14/03/2059]',41.026,-52.357,33.602,54.701,95.336,-90.647,82.442,-8.596,-46.496,6.252,43.370,-5.079,-34.383,-24.225,48.059,8.596,-7.814,17.582,-32.821,47.668,-43.370,-2.735,48.059
'[09:22:42.270 14/03/2059]',42.979,-50.794,34.774,46.496,98.071,-93.382,84.005,-14.457,-41.416,3.516,37.509,-3.126,-30.085,-25.397,44.542,6.642,-11.722,12.894,-33.993,56.264,-43.761,-14.457,44.542
'[09:22:42.273 14/03/2059]',45.714,-50.012,34.774,41.416,102.759,-95.726,84.005,-18.364,-36.337,-0.781,28.132,2.735,-28.132,-25.397,37.900,9.768,-14.847,12.112,-33.993,52.357,-42.198,-16.020,37.900
'[09:22:42.277 14/03/2059]',49.621,-45.324,35.165,30.476,111.355,-92.601,91.819,-39.072,-31.258,-4.298,22.271,1.172,-29.304,-21.490,29.695,9.768,-19.927,11.722,-34.383,31.648,-41.807,-0.391,29.695
'[09:22:42.281 14/03/2059]',61.343,-40.244,39.463,15.629,126.984,-83.614,99.634,-65.250,-27.741,-3.907,21.099,-0.781,-26.960,-17.973,26.178,7.814,-23.053,10.159,-38.681,28.523,-44.542,-0.391,26.178
'[09:22:42.285 14/03/2059]',66.422,-33.993,42.198,4.298,134.408,-75.409,103.541,-82.833,-27.350,-4.689,18.364,3.907,-29.304,-14.457,23.053,11.331,-21.490,16.410,-41.416,26.178,-46.886,-6.252,23.053
'[09:22:42.289 14/03/2059]',64.078,-28.913,41.416,-6.642,135.189,-66.032,105.885,-103.932,-26.569,-7.424,16.020,3.907,-35.165,-13.675,21.880,12.894,-23.053,22.662,-40.635,12.503,-50.012,-7.814,21.880
'[09:22:42.293 14/03/2059]',69.548,-21.490,41.416,-26.178,141.832,-51.575,109.402,-135.580,-18.364,-8.205,15.629,-1.172,-32.430,-16.801,26.960,9.377,-25.788,20.708,-40.635,-4.298,-57.045,-5.861,26.960
'[09:22:42.297 14/03/2059]',76.190,-12.894,41.416,-46.886,150.427,-39.853,110.183,-162.149,-11.331,-10.549,15.238,-1.172,-27.350,-19.145,29.304,8.205,-26.178,18.364,-40.635,-4.298,-64.860,-20.317,29.304
'[09:22:42.301 14/03/2059]',82.442,-6.252,37.900,-60.952,159.414,-27.741,103.932,-181.685,-7.424,-14.066,11.331,3.126,-28.523,-20.708,29.304,12.112,-28.132,21.099,-37.118,-26.960,-68.767,-16.020,29.304
'[09:22:42.305 14/03/2059]',94.554,-0.781,40.244,-77.363,175.043,-15.238,98.852,-201.221,-4.689,-15.629,10.549,4.689,-26.960,-16.020,25.006,14.066,-29.695,20.317,-39.463,-50.403,-73.846,1.563,25.006
'[09:22:42.309 14/03/2059]',103.932,1.172,44.933,-92.991,184.029,-5.470,94.945,-215.287,-6.642,-16.801,13.284,9.768,-23.443,-17.192,23.834,16.410,-27.741,17.192,-44.151,-39.853,-80.488,-12.503,23.834
'[09:22:42.313 14/03/2059]',107.448,1.954,43.761,-98.852,186.374,-1.172,94.164,-223.492,-19.145,-21.099,15.238,21.099,-30.867,-21.880,25.397,23.834,-24.225,20.317,-42.979,-37.900,-85.177,-24.225,25.397
'[09:22:42.316 14/03/2059]',109.792,-0.781,41.416,-103.150,185.201,2.735,86.349,-225.836,-29.304,-26.569,20.708,26.960,-37.118,-23.053,22.271,30.085,-26.569,23.443,-40.635,-54.701,-88.694,-11.331,22.271
'[09:22:42.320 14/03/2059]',109.402,-2.735,35.946,-111.355,179.341,4.298,72.283,-224.664,-35.556,-31.258,29.304,30.085,-35.556,-21.880,18.755,30.867,-27.350,17.973,-35.165,-51.184,-96.899,-12.894,18.755
'[09:22:42.324 14/03/2059]',106.276,-5.470,28.132,-112.527,169.573,2.344,59.389,-214.896,-42.198,-38.291,37.118,41.026,-34.383,-22.271,19.145,35.946,-24.225,16.801,-27.350,-37.509,-104.322,-26.960,19.145
'[09:22:42.328 14/03/2059]',110.574,-10.159,21.099,-106.667,166.838,0.781,51.184,-203.956,-49.231,-44.151,41.416,53.138,-37.118,-18.364,13.284,43.370,-23.443,21.099,-20.317,-45.714,-108.620,-14.066,13.284
'[09:22:42.332 14/03/2059]',119.170,-15.238,16.410,-103.541,168.791,-2.735,44.933,-193.016,-52.747,-46.105,47.277,58.217,-33.993,-21.490,16.020,45.714,-22.662,18.755,-15.629,-47.277,-115.653,-8.596,16.020
'[09:22:42.336 14/03/2059]',126.203,-22.662,14.847,-98.852,163.321,-6.642,34.383,-171.136,-57.045,-46.105,50.403,65.641,-31.258,-31.258,25.397,49.621,-18.755,19.927,-14.066,-25.788,-123.077,-30.867,25.397
'[09:22:42.340 14/03/2059]',135.971,-31.258,13.284,-87.521,160.977,-11.722,21.880,-140.269,-66.422,-45.324,50.403,75.409,-37.118,-36.728,30.476,57.436,-14.847,24.225,-12.503,-18.364,-125.812,-38.291,30.476
'[09:22:42.344 14/03/2059]',141.441,-43.370,13.284,-80.098,153.944,-19.536,19.145,-122.686,-69.158,-41.416,49.621,77.753,-38.291,-38.291,30.867,62.125,-14.847,23.834,-12.503,-18.755,-130.891,-28.913,30.867
'[09:22:42.348 14/03/2059]',141.832,-55.873,12.503,-73.846,139.878,-29.695,20.708,-107.057,-68.376,-38.681,49.231,78.926,-35.556,-37.509,30.867,63.687,-12.112,19.927,-11.722,-3.126,-133.236,-34.774,30.867
'[09:22:42.352 14/03/2059]',138.315,-68.376,12.112,-60.952,125.031,-42.198,14.066,-75.018,-71.502,-35.556,46.105,87.912,-38.291,-35.556,30.867,69.939,-5.861,21.490,-11.331,10.159,-135.580,-37.118,30.867
'[09:22:42.355 14/03/2059]',132.063,-81.270,12.503,-46.105,112.527,-55.482,13.675,-52.747,-72.674,-33.602,42.589,95.726,-41.026,-29.695,25.397,76.972,-3.907,25.006,-11.722,9.377,-132.845,-23.834,25.397
'[09:22:42.359 14/03/2059]',129.328,-91.819,16.801,-38.291,103.932,-63.297,15.629,-39.463,-67.204,-30.867,42.979,96.899,-35.946,-25.397,23.443,79.316,-3.126,23.053,-16.020,23.053,-133.626,-21.880,23.443
'[09:22:42.363 14/03/2059]',128.938,-97.289,23.053,-29.695,101.978,-67.595,14.066,-23.053,-66.422,-29.304,43.370,99.634,-37.509,-25.006,26.569,83.614,-1.172,28.132,-22.271,43.761,-134.799,-32.430,26.569
'[09:22:42.367 14/03/2059]',124.640,-101.197,27.350,-18.755,101.587,-70.330,10.159,-8.987,-62.515,-29.304,38.291,103.932,-43.761,-21.880,22.271,93.382,-4.689,35.165,-26.569,37.509,-130.891,-19.145,22.271
'[09:22:42.371 14/03/2059]',125.031,-101.587,30.476,-13.284,105.495,-71.893,6.642,0.000,-52.747,-30.476,37.509,99.243,-45.324,-20.708,21.880,98.071,-9.768,35.946,-29.695,28.523,-128.938,-7.033,21.880
'[09:22:42.375 14/03/2059]',123.858,-97.680,34.774,-11.331,109.402,-73.455,7.814,5.470,-44.151,-30.867,35.556,94.945,-46.496,-30.476,33.211,99.634,-10.159,34.383,-33.993,44.151,-130.110,-28.913,33.211
'[09:22:42.379 14/03/2059]',113.309,-94.554,35.946,-5.079,106.276,-77.363,12.894,8.205,-39.072,-32.039,31.648,95.336,-50.794,-36.728,36.728,105.885,-9.377,35.165,-35.165,46.496,-128.938,-35.946,36.728
'[09:22:42.383 14/03/2059]',103.932,-90.256,35.556,-1.954,105.104,-80.098,15.629,7.033,-32.430,-33.993,28.132,88.694,-54.310,-37.509,37.118,105.495,-12.503,33.602,-34.774,31.258,-126.593,-23.053,37.118
'[09:22:42.387 14/03/2059]',100.415,-83.614,35.165,-5.470,110.183,-81.661,9.768,8.596,-25.397,-36.728,26.960,77.753,-53.529,-40.244,39.463,96.508,-15.238,25.006,-34.383,38.291,-126.593,-28.913,39.463
'[09:22:42.391 14/03/2059]',91.819,-77.363,33.602,-6.252,111.355,-85.958,3.907,11.722,-21.490,-44.542,23.443,74.628,-56.654,-45.324,40.635,92.991,-19.145,20.317,-32.821,48.059,-123.077,-42.589,40.635
'[09:22:42.395 14/03/2059]',85.177,-73.455,30.476,-3.516,118.779,-93.773,1.563,11.331,-19.145,-53.138,20.317,68.376,-64.078,-46.496,37.118,89.475,-29.304,19.145,-29.695,33.211,-117.607,-29.695,37.118
'[09:22:42.398 14/03/2059]',83.223,-67.204,28.523,-5.470,130.891,-102.369,3.516,6.642,-14.847,-58.217,23.834,56.654,-66.032,-41.807,35.165,79.707,-37.900,16.410,-27.741,25.788,-113.700,-16.801,35.165
'[09:22:42.402 14/03/2059]',75.409,-60.952,29.695,-3.516,136.361,-110.965,1.954,12.112,-13.675,-61.734,30.476,51.184,-67.985,-39.853,37.118,76.972,-41.416,18.364,-28.913,35.165,-108.620,-26.178,37.118
'[09:22:42.406 14/03/2059]',67.595,-60.562,32.039,2.344,141.050,-119.560,-1.954,22.662,-18.364,-62.906,37.509,47.277,-74.237,-32.430,33.602,76.581,-45.324,25.397,-31.258,33.993,-101.978,-19.536,33.602
'[09:22:42.410 14/03/2059]',64.078,-55.873,32.039,2.735,147.692,-125.421,1.954,19.927,-18.364,-59.389,46.496,34.774,-73.846,-20.317,28.523,69.548,-47.277,27.350,-31.258,24.225,-97.289,-1.563,28.523
'[09:22:42.414 14/03/2059]',63.687,-50.794,31.258,1.563,153.944,-126.984,4.298,15.238,-15.238,-58.608,55.873,22.271,-69.939,-21.880,35.165,61.343,-44.933,26.569,-30.476,29.695,-95.726,-11.722,35.165
'[09:22:42.418 14/03/2059]',62.125,-47.277,25.006,4.689,155.897,-128.547,-1.954,19.536,-20.317,-60.171,58.608,17.192,-74.628,-23.834,35.165,57.827,-42.589,30.867,-24.225,31.648,-91.819,-21.099,35.165
'[09:22:42.422 14/03/2059]',60.952,-41.807,17.192,5.470,159.805,-131.282,-6.252,20.317,-20.708,-58.999,61.734,5.861,-75.800,-20.708,33.211,50.794,-42.198,34.774,-16.410,16.020,-87.912,-9.768,33.211
'[09:22:42.426 14/03/2059]',63.297,-35.556,10.549,0.391,162.540,-130.501,-7.814,15.238,-18.755,-54.701,65.641,-6.642,-69.548,-16.410,32.821,38.291,-35.556,31.648,-9.768,21.490,-88.694,-15.629,32.821
'[09:22:42.430 14/03/2059]',63.297,-32.039,5.861,0.391,161.758,-128.547,-11.722,16.801,-23.053,-51.966,67.985,-13.284,-68.376,-13.284,28.132,32.821,-28.523,32.821,-5.079,35.556,-88.303,-26.960,28.132
'[09:22:42.434 14/03/2059]',63.687,-31.648,1.172,0.781,162.149,-127.766,-16.410,17.973,-26.960,-47.668,68.376,-18.364,-70.330,-3.907,20.708,27.350,-24.225,34.383,-0.391,20.708,-85.958,-8.205,20.708
'[09:22:42.438 14/03/2059]',67.985,-29.304,-2.344,-0.781,162.930,-122.686,-21.099,16.801,-28.132,-40.635,70.330,-28.913,-65.641,1.954,16.801,17.973,-16.801,31.648,3.126,12.503,-84.396,1.172,16.801
